x,y,E_x,E_y,E_z
0,0,-0.0,-0.0,-0.0
0,1,-8.728184716593649e-05,-0.0,-0.0
0,2,-0.0001744634023516702,-0.0,-0.0
0,3,-0.00026149847397440707,-0.0,-0.0
0,4,-0.0003482319355860172,-0.0,-0.0
0,5,-0.00043467527199542627,-0.0,-0.0
0,6,-0.0005206134982752092,-0.0,-0.0
0,7,-0.0006061235883453552,-0.0,-0.0
0,8,-0.0006909214981546159,-0.0,-0.0
0,9,-0.0007751615748137621,-0.0,-0.0
0,10,-0.0008584775423719545,-0.0,-0.0
0,11,-0.0009411168223158345,-0.0,-0.0
0,12,-0.0010226140539263786,-0.0,-0.0
0,13,-0.001103328912984376,-0.0,-0.0
0,14,-0.001182676795360798,-0.0,-0.0
0,15,-0.0012611518736138647,-0.0,-0.0
0,16,-0.0013380272856347724,-0.0,-0.0
0,17,-0.0014139565195887196,-0.0,-0.0
0,18,-0.0014880451021253448,-0.0,-0.0
0,19,-0.0015611326849372961,-0.0,-0.0
0,20,-0.0016321300667309212,-0.0,-0.0
0,21,-0.0017020913415427125,-0.0,-0.0
0,22,-0.00176970432280389,-0.0,-0.0
0,23,-0.0018362666184402441,-0.0,-0.0
0,24,-0.001900214317639667,-0.0,-0.0
0,25,-0.001963117739958624,-0.0,-0.0
0,26,-0.0020231327128046174,-0.0,-0.0
0,27,-0.0020821309083996955,-0.0,-0.0
0,28,-0.0021379602507514543,-0.0,-0.0
0,29,-0.0021928211619444433,-0.0,-0.0
0,30,-0.002244227609797307,-0.0,-0.0
0,31,-0.0022947342403022097,-0.0,-0.0
0,32,-0.002341497279369465,-0.0,-0.0
0,33,-0.0023874484880414513,-0.0,-0.0
0,34,-0.002429365482286515,-0.0,-0.0
0,35,-0.002470576817528688,-0.0,-0.0
0,36,-0.0025074641599341046,-0.0,-0.0
0,37,-0.002543768739462938,-0.0,-0.0
0,38,-0.00257546301941455,-0.0,-0.0
0,39,-0.0026067124495036936,-0.0,-0.0
0,40,-0.0026330716200233272,-0.0,-0.0
0,41,-0.0026591369359780562,-0.0,-0.0
0,42,-0.0026800414518844827,-0.0,-0.0
0,43,-0.002700814048885044,-0.0,-0.0
